"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Mar 30 14:26:38 EEST 2020","Mon Mar 30 14:26:57 EEST 2020","19241","Suite","All Tests","com.tests.LoginPageTests","com.tests.LoginPageTests","VerifyLogInToInboxPageWithValidCredentials","VerifyLogInToInboxPageWithValidCredentials",""
